City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
286,Vestmannaeyjar,IS,63.4427,-20.2734,43.25,81,98,5.14,overcast clouds
287,Iqaluit,CA,63.7506,-68.5145,37.13,74,75,18.99,broken clouds
288,Thunder Bay,CA,48.4001,-89.3168,67.98,49,75,11.5,broken clouds
289,Thompson,CA,55.7435,-97.8558,60.96,59,40,9.22,scattered clouds
290,Oromocto,CA,45.8351,-66.4792,67.95,94,90,3.44,moderate rain
291,Gorontalo,ID,0.5412,123.0595,74.16,84,100,2.01,overcast clouds
292,Fukue,JP,32.6881,128.8419,74.53,81,19,13.49,few clouds
293,Skibotn,NO,69.3913,20.2679,53.69,84,100,9.64,overcast clouds
294,Mnogovershinnyy,RU,53.9353,139.9242,37.42,74,76,1.59,broken clouds
295,Faranah,GN,10.0404,-10.7434,75.33,87,100,1.77,overcast clouds
296,Alugan,PH,12.2188,125.4808,77.4,88,100,5.12,overcast clouds
297,Grand Gaube,MU,-20.0064,57.6608,70.38,85,13,7.0,light rain
298,Lagoa,PT,39.05,-27.9833,67.1,72,100,24.36,overcast clouds
299,Pucara,PE,-15.9803,-71.4606,51.93,34,30,14.23,scattered clouds
300,Progreso,MX,21.2833,-89.6667,94.1,59,8,12.46,clear sky
301,Novikovo,RU,51.1537,37.8879,48.33,80,34,12.93,scattered clouds
302,Son La,VN,21.3167,103.9,66.2,98,22,1.86,few clouds
303,Raudeberg,NO,61.9875,5.1352,61.47,78,95,8.03,overcast clouds
304,Bangkalan,ID,-7.0455,112.7351,80.55,80,16,4.65,few clouds
305,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,34.39,100,0,6.71,clear sky
306,Moose Factory,CA,51.2585,-80.6094,55.4,67,90,9.22,overcast clouds
307,Iquitos,PE,-3.7481,-73.2472,89.64,51,40,3.44,scattered clouds
308,Fuerte Olimpo,PY,-21.0415,-57.8738,106.21,15,28,5.5,scattered clouds
309,Lulea,SE,65.5842,22.1547,48.81,89,97,10.04,overcast clouds
310,Deputatskiy,RU,69.3,139.9,27.52,87,100,20.11,overcast clouds
311,Marshall,US,34.3834,-86.3333,81.39,60,40,3.0,scattered clouds
312,Honiara,SB,-9.4333,159.95,76.95,87,100,4.32,light rain
313,Hamilton,US,39.1834,-84.5333,77.61,40,1,1.99,clear sky
314,Paralimni,CY,35.0375,33.9833,73.89,56,0,5.01,clear sky
315,Roma,US,43.2128,-75.4557,69.84,48,40,1.99,scattered clouds
316,Navahrudak,BY,53.6,25.8333,44.96,84,5,4.79,clear sky
317,Hirado,JP,33.3597,129.5531,72.39,84,22,14.85,few clouds
318,Ketchikan,US,55.3422,-131.6461,50.47,81,90,6.91,overcast clouds
319,Vanino,RU,49.0869,140.2543,49.19,76,98,3.89,overcast clouds
320,Paragominas,BR,-2.9667,-47.4833,86.58,49,100,1.36,overcast clouds
321,Broome,US,42.2506,-75.833,67.17,62,75,1.99,broken clouds
322,Machacamarca,BO,-18.1667,-67.0333,63.77,9,0,9.6,clear sky
323,Namibe,AO,-15.1961,12.1522,63.43,83,46,6.98,scattered clouds
324,Xai-Xai,MZ,-25.0519,33.6442,72.07,80,0,11.45,clear sky
325,Katy,US,29.7858,-95.8244,88.72,46,85,3.0,overcast clouds
326,Tuatapere,NZ,-46.1333,167.6833,34.41,85,7,4.18,clear sky
327,Imeni Poliny Osipenko,RU,52.4201,136.4853,46.81,90,100,0.43,overcast clouds
328,Bagotville,AU,-28.9833,153.4167,58.82,69,100,9.93,overcast clouds
329,Havoysund,NO,70.9963,24.6622,49.08,81,100,8.5,light rain
330,Sobolevo,RU,54.4299,31.8996,44.29,95,14,10.83,few clouds
331,Salalah,OM,17.0151,54.0924,84.29,84,75,9.22,broken clouds
332,Sao Jose Do Rio Pardo,BR,-21.5956,-46.8886,81.16,51,98,13.53,overcast clouds
333,Livingston,GB,55.9029,-3.5226,62.28,82,40,11.5,scattered clouds
334,Thessalon,CA,46.2501,-83.5666,66.96,74,100,11.34,overcast clouds
335,Samarai,PG,-10.6167,150.6667,79.02,87,24,13.56,few clouds
336,Guerrero Negro,MX,27.9769,-114.0611,75.15,60,6,15.12,clear sky
337,Omboue,GA,-1.5746,9.2618,76.82,85,96,7.87,overcast clouds
338,Homa Bay,KE,-0.5273,34.4571,69.48,82,100,7.18,overcast clouds
339,Whitehorse,CA,60.7161,-135.0538,38.17,70,75,4.0,broken clouds
340,Te Anau,NZ,-45.4167,167.7167,30.9,92,15,1.21,few clouds
341,Kitimat,CA,54.0524,-128.6534,55.78,29,100,1.99,light rain
342,Cap Malheureux,MU,-19.9842,57.6142,70.47,85,12,7.0,light rain
343,Revelstoke,CA,50.9832,-118.2023,64.42,72,75,3.44,broken clouds
344,Nushki,PK,29.5542,66.0215,79.11,14,0,2.98,clear sky
345,Tutoia,BR,-2.7619,-42.2744,85.98,72,17,14.94,few clouds
346,Kavieng,PG,-2.5744,150.7967,81.25,79,100,6.78,light rain
347,Mayumba,GA,-3.432,10.6554,75.72,88,56,5.01,broken clouds
348,Tasiilaq,GL,65.6145,-37.6368,37.56,69,33,2.68,scattered clouds
349,Song Phi Nong,TH,14.2241,100.0209,78.33,98,100,2.95,overcast clouds
350,Wiang Sa,TH,8.6359,99.3666,79.68,95,100,2.08,light rain
351,Dingle,PH,10.9995,122.6711,75.78,92,41,1.77,scattered clouds
352,Jaisalmer,IN,26.9147,70.9181,90.05,47,0,11.05,clear sky
353,Townsville,AU,-19.25,146.8,67.08,94,75,6.91,broken clouds
354,Ostrovnoy,RU,68.0531,39.5131,44.76,89,93,9.64,overcast clouds
355,Ilo,PE,-17.6394,-71.3375,63.55,72,18,7.27,few clouds
356,Comarapa,BO,-17.9,-64.4833,76.46,36,4,10.45,clear sky
357,Dickson,US,36.077,-87.3878,79.74,45,1,8.05,clear sky
358,Cabedelo,BR,-6.9811,-34.8339,79.47,78,43,18.92,scattered clouds
359,Usinsk,RU,65.9939,57.5281,36.99,68,100,6.96,overcast clouds
360,Pahrump,US,36.2083,-115.9839,90.68,26,1,3.0,clear sky
361,Oyama,JP,36.3,139.8,66.58,76,88,4.79,overcast clouds
362,Murupara,NZ,-38.4667,176.7,49.28,98,65,1.7,broken clouds
363,Bathsheba,BB,13.2167,-59.5167,88.41,66,40,8.05,scattered clouds
364,Altamirano,MX,16.8833,-92.15,74.86,47,61,5.7,broken clouds
365,Skelleftea,SE,64.7507,20.9528,48.56,66,0,6.91,clear sky
366,La Romana,DO,18.4273,-68.9728,89.96,74,75,9.22,broken clouds
367,Maldonado,UY,-34.6667,-54.9167,70.23,62,5,5.66,clear sky
368,Biak,ID,-0.9131,122.8766,75.38,80,100,4.9,overcast clouds
369,Vanavara,RU,60.34,102.2797,36.68,57,100,11.79,overcast clouds
370,Pandan,PH,14.0453,124.1694,79.99,87,100,0.87,overcast clouds
371,Mount Isa,AU,-20.7333,139.5,69.57,18,0,3.44,clear sky
372,Makakilo City,US,21.3469,-158.0858,86.32,61,1,10.36,clear sky
373,Husavik,IS,66.0449,-17.3389,40.91,99,100,29.82,moderate rain
374,Barbate,ES,36.1924,-5.9219,73.26,74,100,5.7,overcast clouds
375,Nome,US,64.5011,-165.4064,35.67,75,75,9.22,broken clouds
376,Tizimin,MX,21.15,-88.15,94.24,43,44,5.08,scattered clouds
377,Shestakovo,RU,56.4915,103.96,32.02,97,100,2.89,light snow
378,Los Llanos De Aridane,ES,28.6585,-17.9182,71.35,86,75,10.36,volcanic ash
379,Horodyshche,UA,49.2849,31.4451,52.29,70,2,6.89,clear sky
380,Ambon,ID,-3.6954,128.1814,75.34,94,40,5.75,scattered clouds
381,Keti Bandar,PK,24.1447,67.4497,82.99,77,100,8.5,overcast clouds
382,Joshimath,IN,30.5667,79.5667,66.04,84,35,2.57,scattered clouds
383,Malakal,SS,9.5334,31.6605,71.71,87,72,1.34,light rain
384,Vila,PT,42.0304,-8.1588,57.33,86,100,5.48,overcast clouds
385,Staryy Nadym,RU,65.6118,72.6842,32.59,81,0,4.81,clear sky
386,Mecca,SA,21.4267,39.8261,88.0,48,7,3.56,clear sky
387,Maamba,ZM,-17.3667,27.15,73.31,24,0,3.29,clear sky
388,Sura Mare,RO,45.85,24.1667,55.26,94,0,0.0,clear sky
389,Verkhnevilyuysk,RU,63.4453,120.3167,32.2,81,100,9.55,overcast clouds
390,Margate,GB,51.3813,1.3862,62.69,90,100,13.73,overcast clouds
391,Zhangjiakou,CN,40.81,114.8794,55.96,94,80,1.21,broken clouds
392,Kuah,MY,6.3265,99.8432,76.98,94,20,2.3,few clouds
393,Cadillac,US,44.2519,-85.4012,69.03,59,40,12.66,scattered clouds
394,Chihuahua,MX,28.5,-106.0,78.19,41,40,5.79,scattered clouds
395,Sidi Ali,DZ,36.0998,0.4206,71.92,67,100,1.52,overcast clouds
396,Pangnirtung,CA,66.1451,-65.7125,35.6,75,20,6.91,few clouds
397,Varzelandia,BR,-15.7014,-44.0275,89.38,16,82,9.06,broken clouds
398,Coihaique,CL,-45.5752,-72.0662,48.81,57,75,6.91,broken clouds
399,Scarborough,GB,54.2797,-0.4044,64.51,77,4,3.0,clear sky
400,Russell,US,32.3502,-85.1999,82.06,42,1,3.44,clear sky
401,Uarini,BR,-2.99,-65.1083,93.15,64,100,2.3,overcast clouds
402,Potosi,BO,-19.5836,-65.7531,59.45,13,0,6.17,clear sky
403,San Jeronimo,PE,-11.9472,-75.2829,60.21,48,98,4.34,overcast clouds
404,Port Said,EG,31.2565,32.2841,78.78,69,40,8.05,scattered clouds
405,Kangaatsiaq,GL,68.3065,-53.4641,24.49,50,0,11.43,clear sky
406,Maneadero,MX,31.7167,-116.5667,74.19,82,34,1.99,scattered clouds
407,Krasnoselkup,RU,65.7,82.4667,33.37,87,16,7.76,few clouds
408,Pangoa,PE,-12.1167,-73.0,92.95,32,91,5.3,overcast clouds
409,Sokyryany,UA,48.4475,27.4168,61.14,74,50,6.2,scattered clouds
410,Nalut,LY,30.3333,10.85,86.5,22,100,9.4,overcast clouds
411,Herat,AF,34.5,62.0,67.77,50,0,42.46,clear sky
412,Opuwo,NA,-18.0607,13.84,75.07,30,1,8.66,clear sky
413,Port Pirie,AU,-33.1833,138.0167,44.69,43,14,8.9,few clouds
414,Hualmay,PE,-11.0964,-77.6139,67.95,70,26,10.94,scattered clouds
415,Sarahan,IN,31.5167,77.8,59.32,85,0,2.93,clear sky
416,Lumphat,KH,13.4878,106.9816,72.27,98,100,3.29,overcast clouds
417,Dicabisagan,PH,17.0818,122.4157,78.96,88,100,6.64,overcast clouds
418,Isangel,VU,-19.55,169.2667,69.91,78,20,5.75,few clouds
419,Sovkhoznyy,RU,45.2946,38.1138,68.49,75,100,9.37,overcast clouds
420,Jawhar,SO,2.7809,45.5005,76.75,77,10,16.75,clear sky
421,Quesnel,CA,52.9999,-122.5029,66.7,52,1,17.27,clear sky
422,Ust-Kuyga,RU,70.0167,135.6,33.26,98,100,12.01,light snow
423,Letlhakane,BW,-21.4167,25.5833,77.2,21,0,13.11,clear sky
424,Banda Aceh,ID,5.5577,95.3222,78.55,82,100,14.38,overcast clouds
425,Kenai,US,60.5544,-151.2583,41.14,75,1,5.75,clear sky
426,Oranjestad,AW,12.524,-70.027,91.35,62,20,18.41,few clouds
427,Somerset West,ZA,-34.084,18.8211,62.06,85,2,1.99,clear sky
428,Grants Pass,US,42.439,-123.3284,80.58,39,1,4.61,clear sky
429,Sao Joao Da Barra,BR,-21.6403,-41.0511,78.89,76,2,21.0,clear sky
430,Port Hardy,CA,50.6996,-127.4199,55.58,88,75,18.41,light rain
431,Ballinasloe,IE,53.3275,-8.2194,53.71,85,100,5.84,overcast clouds
432,Camacha,PT,33.0833,-16.3333,71.53,68,20,3.44,few clouds
433,Vardo,NO,70.3705,31.1107,48.4,76,75,14.97,moderate rain
434,Piranhas,BR,-16.4269,-51.8222,96.48,27,36,4.92,scattered clouds
435,Valdez,EC,1.2492,-78.9831,79.18,79,23,12.1,few clouds
436,Atarra,IN,25.2833,80.5667,82.74,73,87,6.82,overcast clouds
437,Grootfontein,NA,-19.5667,18.1167,63.97,25,0,3.44,clear sky
438,Maraa,BR,-1.8333,-65.3667,84.4,68,95,2.15,overcast clouds
439,Svetlogorsk,BY,52.6333,29.7333,46.13,90,0,7.83,clear sky
440,Goure,NE,13.9835,10.2704,89.02,13,88,6.55,overcast clouds
441,Sistranda,NO,63.7256,8.834,57.16,85,98,7.61,overcast clouds
442,Crossville,US,35.949,-85.0269,73.15,47,1,3.0,clear sky
443,Agirish,RU,61.9247,63.0231,32.85,80,100,6.15,overcast clouds
444,Shumskiy,RU,54.8318,99.1328,30.56,91,24,2.19,few clouds
445,Vostok,RU,46.4856,135.8833,44.96,92,26,4.14,scattered clouds
446,Inta,RU,66.0317,60.1659,34.65,72,100,7.9,overcast clouds
447,Shingu,JP,33.7333,135.9833,69.69,92,100,9.69,overcast clouds
448,Dharchula,IN,29.85,80.5333,67.62,85,0,4.5,clear sky
449,Patos De Minas,BR,-18.5789,-46.5181,90.97,22,84,4.41,broken clouds
450,Alpoyeca,MX,17.6667,-98.5167,83.97,55,100,2.13,overcast clouds
451,Yining,CN,29.0361,114.5636,78.64,80,16,0.98,light rain
452,Ati,TD,13.2154,18.3353,91.49,26,49,4.63,scattered clouds
453,Penzance,GB,50.1186,-5.5371,63.61,93,90,25.32,overcast clouds
454,Birin,NP,26.8865,88.0718,63.01,77,94,5.99,overcast clouds
455,Qujing,CN,25.4833,103.7833,56.52,96,2,2.06,clear sky
456,Hashtrud,IR,37.4779,47.0508,55.38,50,0,5.26,clear sky
457,Ryotsu,JP,38.0833,138.4333,65.44,81,0,5.75,clear sky
458,Anderson,US,34.5334,-82.6499,82.26,54,1,1.99,clear sky
459,Nhlangano,SZ,-27.1167,31.2,62.44,80,5,3.98,clear sky
460,Rio Gallegos,AR,-51.6226,-69.2181,50.05,27,40,19.57,scattered clouds
461,Champerico,GT,14.3,-91.9167,87.28,71,94,7.16,overcast clouds
462,Wladyslawowo,PL,54.7909,18.4009,56.93,80,92,12.59,overcast clouds
463,Stephenville,US,32.2207,-98.2023,90.77,27,1,6.91,clear sky
464,Komsomolskiy,UZ,40.4272,71.7189,66.92,27,0,11.5,clear sky
465,Mahibadhoo,MV,3.7833,72.9667,81.72,73,100,20.27,overcast clouds
466,Huangmei,CN,30.1924,116.025,78.64,85,10,4.92,light rain
467,Senneterre,CA,48.3835,-77.2328,53.82,63,100,8.77,overcast clouds
468,Rockport,US,28.0206,-97.0544,87.84,60,1,4.0,clear sky
469,Olinda,BR,-8.0089,-34.8553,80.33,65,75,17.27,broken clouds
470,Kambove,CD,-10.8764,26.5969,71.64,28,39,2.24,scattered clouds
471,Sinop,TR,41.7711,34.8709,53.13,86,0,1.77,clear sky
472,Wilmington,US,34.2257,-77.9447,82.94,44,1,12.66,clear sky
473,Sorland,NO,67.667,12.6934,53.67,95,100,25.3,overcast clouds
474,Batsfjord,NO,70.6345,29.7185,48.42,81,75,18.41,broken clouds
475,Preeceville,CA,51.95,-102.6677,67.77,39,79,0.96,broken clouds
476,Leh,IN,34.1667,77.5833,55.76,31,0,4.99,clear sky
477,Chililabombwe,ZM,-12.3648,27.8229,72.01,27,8,3.2,clear sky
478,Vanimo,PG,-2.6741,141.3028,77.16,90,100,3.98,overcast clouds
479,Santa Cruz Cabralia,BR,-16.2781,-39.0247,77.23,69,40,10.36,scattered clouds
480,Helena,US,46.5927,-112.0361,85.17,28,1,3.44,clear sky
481,Mafinga,TZ,-7.25,35.0667,74.82,36,93,9.6,overcast clouds
482,Ampanihy,MG,-24.7,44.75,74.8,54,4,7.92,clear sky
483,Barra Patuca,HN,15.8,-84.2833,85.06,68,98,5.32,overcast clouds
484,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,67.33,66,0,4.5,clear sky
485,Itarema,BR,-2.9248,-39.9167,83.43,67,23,19.64,few clouds
486,Natal,BR,-5.795,-35.2094,83.05,74,40,17.27,scattered clouds
487,Saint George,US,37.1041,-113.5841,88.54,27,98,1.99,overcast clouds
488,Beterou,BJ,9.1992,2.2586,78.64,79,67,2.71,broken clouds
489,Gambela,ET,8.25,34.5833,71.4,90,100,3.38,overcast clouds
490,Geraldton,AU,-28.7667,114.6,62.13,82,90,10.36,overcast clouds
491,Benguela,AO,-12.5763,13.4055,70.77,78,5,7.74,clear sky
492,Sitka,US,57.0531,-135.33,53.49,66,40,5.75,scattered clouds
493,Oranjemund,NA,-28.55,16.4333,56.7,97,64,7.38,broken clouds
494,Piopio,NZ,-38.4667,175.0167,43.95,94,17,1.32,few clouds
495,College,US,64.8569,-147.8028,32.58,88,75,3.44,broken clouds
496,Merida,MX,20.9667,-89.6167,94.01,55,75,0.0,broken clouds
497,Sao Felix Do Xingu,BR,-6.6447,-51.995,88.0,44,89,1.41,overcast clouds
498,Hokitika,NZ,-42.7167,170.9667,41.86,74,99,5.84,overcast clouds
499,Grodkow,PL,50.6984,17.3845,64.11,76,89,6.98,overcast clouds
500,Druzhba,UA,52.0428,33.9453,44.94,88,8,11.14,clear sky
501,La Ronge,CA,55.1001,-105.2842,62.85,45,75,3.44,broken clouds
502,Joao Pinheiro,BR,-17.7425,-46.1725,91.87,22,17,5.75,few clouds
503,Male,MV,4.1748,73.5089,81.21,76,100,20.89,overcast clouds
504,Bilma,NE,18.6853,12.9164,88.0,15,0,11.25,clear sky
505,Pisco,PE,-13.7,-76.2167,68.05,64,0,13.8,clear sky
506,Malpe,IN,13.35,74.7167,78.1,88,100,4.92,overcast clouds
507,Batemans Bay,AU,-35.7167,150.1833,47.91,67,80,3.56,broken clouds
508,Deniliquin,AU,-35.5333,144.9667,38.89,84,16,8.01,few clouds
509,Catia La Mar,VE,10.6038,-67.0303,88.0,74,100,6.91,overcast clouds
510,Cedral,MX,23.8,-100.7333,76.66,41,99,8.99,overcast clouds
511,Ambulu,ID,-8.345,113.6058,73.58,87,95,3.87,overcast clouds
512,Wanning,CN,18.8003,110.3967,78.64,86,18,2.1,few clouds
513,Merauke,ID,-8.4667,140.3333,76.23,92,73,10.13,broken clouds
514,Sibu,MY,2.3,111.8167,77.31,94,40,1.01,scattered clouds
515,Jizan,SA,17.3333,42.6667,88.74,69,5,2.66,clear sky
516,Haines Junction,CA,60.7522,-137.5108,35.55,75,100,2.3,light rain
517,Puerto Ayacucho,VE,5.6639,-67.6236,86.79,65,94,1.79,overcast clouds
518,Ulaanbaatar,MN,47.9077,106.8832,24.93,86,0,2.24,clear sky
519,Lac Du Bonnet,CA,50.2536,-96.0612,70.25,32,10,6.78,clear sky
520,Mwinilunga,ZM,-11.7358,24.4293,75.79,24,86,2.15,overcast clouds
521,Sur,OM,22.5667,59.5289,83.98,66,5,9.71,clear sky
522,Northam,GB,51.0333,-4.2167,64.38,91,100,20.15,overcast clouds
523,Victoria Point,AU,-27.5833,153.3,61.92,93,100,1.01,light rain
524,Bilibino,RU,68.0546,166.4372,26.92,97,100,13.15,snow
525,Phan Thiet,VN,10.9333,108.1,76.57,91,41,4.38,scattered clouds
526,Padre Bernardo,BR,-15.35,-48.5,80.31,44,90,14.38,overcast clouds
527,Toktogul,KG,41.8708,72.9402,68.14,25,0,0.98,clear sky
528,Kutum,SD,14.2,24.6667,75.54,56,57,7.63,broken clouds
529,Barra Do Garcas,BR,-15.89,-52.2567,91.98,35,0,9.22,clear sky
530,Portland,US,45.5234,-122.6762,70.48,61,20,1.99,few clouds
531,San Patricio,US,28.017,-97.5169,89.06,36,8,10.83,clear sky
532,Viedma,AR,-40.8135,-62.9967,55.81,32,7,11.14,clear sky
533,Kapoeta,SS,4.7717,33.5903,78.62,61,65,4.34,light rain
534,Zhuhai,CN,22.2769,113.5678,84.06,83,20,6.91,light rain
535,Salaga,GH,8.5508,-0.5188,75.09,95,100,5.44,overcast clouds
536,Flinders,AU,-34.5833,150.8552,51.19,85,92,1.99,overcast clouds
537,Akonolinga,CM,3.7667,12.25,68.09,98,73,2.57,light rain
538,Whitianga,NZ,-36.8333,175.7,52.02,70,73,5.35,broken clouds
539,Ewa Beach,US,21.3156,-158.0072,87.75,61,1,17.0,clear sky
540,Quatre Cocos,MU,-20.2078,57.7625,70.09,85,51,17.05,light rain
541,Mufumbwe,ZM,-13.6833,24.8,75.94,24,82,4.97,broken clouds
542,Byron Bay,AU,-28.65,153.6167,58.89,65,100,11.21,light rain
543,Kontagora,NG,10.3999,5.4695,76.87,76,60,4.18,broken clouds
544,La Grande,US,45.3246,-118.0877,77.58,18,9,5.28,clear sky
545,Lobito,AO,-12.3481,13.5456,70.7,80,4,6.62,clear sky
546,Behbahan,IR,30.5959,50.2417,79.92,19,0,2.3,clear sky
547,Narsaq,GL,60.9167,-46.05,44.82,46,0,2.26,clear sky
548,Nerchinskiy Zavod,RU,51.3088,119.61,35.58,90,6,7.85,clear sky
549,Pitimbu,BR,-7.4706,-34.8086,79.39,83,32,16.62,scattered clouds
550,Lazaro Cardenas,MX,17.9583,-102.2,86.52,66,87,4.68,overcast clouds
551,Sakaiminato,JP,35.55,133.2333,67.98,100,75,6.91,broken clouds
552,Fort Morgan,US,40.2503,-103.8,92.05,8,1,16.11,clear sky
553,Panaba,MX,21.2833,-88.2667,90.91,51,53,9.28,broken clouds
554,Grand Forks,US,47.9417,-97.4337,78.53,35,1,11.5,clear sky
555,Tamiahua,MX,21.2667,-97.45,84.34,66,83,8.5,broken clouds
556,Baneh,IR,35.9975,45.8853,55.83,26,0,7.72,clear sky
557,Kilindoni,TZ,-7.9139,39.6668,76.08,77,0,9.31,clear sky
558,San Juan De Uraba,CO,8.7592,-76.5297,85.68,72,94,7.43,overcast clouds
559,Savinka,RU,50.0785,47.0994,51.28,86,91,14.81,overcast clouds
560,Middelburg,ZA,-25.7751,29.4648,67.82,29,0,10.16,clear sky
561,Zheleznodorozhnyy,RU,55.7503,38.0042,50.36,94,100,10.22,overcast clouds
562,Sosnovo-Ozerskoye,RU,52.5249,111.5418,30.96,82,95,11.65,overcast clouds
563,Rawson,AR,-43.3002,-65.1023,56.7,24,4,11.95,clear sky
564,Novozavedennoye,RU,44.2628,43.6381,60.1,65,83,7.7,broken clouds
565,Anloga,GH,5.7947,0.8973,79.02,83,74,10.92,light rain
566,High Rock,BS,26.6208,-78.2833,84.22,66,10,14.7,clear sky
567,Khuzhir,RU,53.1939,107.3397,40.96,48,45,6.26,scattered clouds
568,Lokosovo,RU,61.1333,74.8167,31.75,89,22,5.79,few clouds
569,Sangar,RU,63.9242,127.4739,32.72,95,42,3.13,scattered clouds
