City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
275,Makhinjauri,GE,2021-09-22 22:29:41,41.6739,41.694,58.86,100,90,3.44
276,Tromso,NO,2021-09-22 22:29:41,69.6496,18.957,51.82,62,0,18.41
277,Gogrial,SS,2021-09-22 22:29:41,8.5332,28.1004,75.18,77,67,1.77
278,Bodden Town,KY,2021-09-22 22:29:41,19.2833,-81.25,87.98,71,75,3.0
279,Sitka,US,2021-09-22 22:29:42,57.0531,-135.33,51.69,58,75,4.61
280,Sulangan,PH,2021-09-22 22:29:42,11.1373,123.7228,82.17,74,99,6.02
281,San Quintin,MX,2021-09-22 22:29:42,30.4833,-115.95,81.25,56,1,12.21
282,Ahipara,NZ,2021-09-22 22:29:43,-35.1667,173.1667,59.5,93,93,9.75
283,Pauini,BR,2021-09-22 22:29:43,-7.7136,-66.9764,78.03,82,83,2.06
284,Rovaniemi,FI,2021-09-22 22:29:43,66.5,25.7167,44.01,75,90,10.36
285,Chama,CH,2021-09-22 22:29:44,47.1821,8.4636,57.61,93,52,0.0
286,Khasan,RU,2021-09-22 22:29:44,42.4308,130.6434,62.55,75,94,12.84
287,Guerrero Negro,MX,2021-09-22 22:29:45,27.9769,-114.0611,82.85,57,92,12.24
288,Korla,CN,2021-09-22 22:29:45,41.7597,86.1469,65.8,32,40,13.2
289,Ghanzi,BW,2021-09-22 22:29:45,-21.5667,21.7833,68.95,39,85,15.17
290,Nacala,MZ,2021-09-22 22:29:46,-14.5428,40.6728,71.47,79,5,8.12
291,Levelland,US,2021-09-22 22:29:46,33.5873,-102.378,79.2,22,0,10.85
292,Longyearbyen,SJ,2021-09-22 22:29:47,78.2186,15.6401,44.44,70,40,20.71
293,Ovre Ardal,NO,2021-09-22 22:29:47,61.3167,7.8,45.97,92,92,5.55
294,General Pico,AR,2021-09-22 22:29:47,-35.6566,-63.7568,49.68,77,91,10.27
295,Margate,GB,2021-09-22 22:29:48,51.3813,1.3862,58.91,79,30,1.99
296,Pastos Bons,BR,2021-09-22 22:29:48,-6.6017,-44.0767,89.28,27,95,3.29
297,Cicero Dantas,BR,2021-09-22 22:29:48,-10.6,-38.3833,76.28,64,15,11.48
298,Tokmak,UA,2021-09-22 22:29:49,47.2514,35.7058,47.48,78,100,4.12
299,Winslow,US,2021-09-22 22:29:49,35.0242,-110.6974,89.96,15,1,1.01
300,Tagusao,PH,2021-09-22 22:29:49,9.1924,117.8141,78.15,81,100,5.19
301,Benito Juarez,MX,2021-09-22 22:29:50,19.385,-99.165,73.22,33,40,23.02
302,Saint-Philippe,RE,2021-09-22 22:29:50,-21.3585,55.7679,67.55,83,43,11.05
303,Nha Trang,VN,2021-09-22 22:28:27,12.25,109.1833,77.0,92,100,6.33
304,Kihei,US,2021-09-22 22:26:45,20.785,-156.4656,87.82,46,20,23.02
305,Nome,US,2021-09-22 22:29:51,64.5011,-165.4064,39.16,56,75,5.75
306,Genhe,CN,2021-09-22 22:29:51,50.7833,121.5167,39.61,88,26,3.24
307,Kirakira,SB,2021-09-22 22:29:51,-10.4544,161.9205,82.65,74,47,5.37
308,Indramayu,ID,2021-09-22 22:29:51,-6.3264,108.32,79.77,75,59,10.69
309,Seoul,KR,2021-09-22 22:29:52,37.5683,126.9778,67.44,72,20,4.61
310,Tsiroanomandidy,MG,2021-09-22 22:29:52,-18.7667,46.0333,70.97,51,96,3.04
311,Buchanan,LR,2021-09-22 22:29:53,5.8808,-10.0467,78.06,85,98,6.38
312,Aiken,US,2021-09-22 22:29:53,33.5835,-81.5998,81.45,85,40,8.05
313,Ayan,RU,2021-09-22 22:29:53,56.45,138.1667,50.11,56,4,5.55
314,Karratha,AU,2021-09-22 22:29:53,-20.7377,116.8463,78.8,27,100,6.4
315,Itoman,JP,2021-09-22 22:29:54,26.1247,127.6694,82.42,78,20,4.61
316,Qaqortoq,GL,2021-09-22 22:29:12,60.7167,-46.0333,37.9,92,100,2.59
317,Itarema,BR,2021-09-22 22:29:54,-2.9248,-39.9167,79.18,81,88,15.41
318,Muroto,JP,2021-09-22 22:29:54,33.2833,134.15,66.24,70,0,2.84
319,Ossora,RU,2021-09-22 22:29:55,59.2353,163.0719,48.22,85,100,5.3
320,Gueugnon,FR,2021-09-22 22:29:55,46.6036,4.0629,51.75,92,80,2.62
321,Mabaruma,GY,2021-09-22 22:29:55,8.2,-59.7833,79.43,79,64,4.56
322,Aswan,EG,2021-09-22 22:27:56,24.0934,32.907,87.1,15,0,11.5
323,Mahanoro,MG,2021-09-22 22:29:56,-19.9,48.8,66.24,91,13,3.2
324,Dabou,CI,2021-09-22 22:29:56,5.3256,-4.3769,76.8,93,100,6.53
325,Vostok,RU,2021-09-22 22:29:57,46.4856,135.8833,48.06,98,100,4.88
326,Ceres,US,2021-09-22 22:26:26,37.5949,-120.9577,101.17,14,24,3.56
327,Sakakah,SA,2021-09-22 22:29:57,29.9697,40.2064,85.57,16,0,6.02
328,Betong,TH,2021-09-22 22:29:57,5.7743,101.0723,71.29,98,94,1.83
329,Nurota,UZ,2021-09-22 22:29:58,40.5614,65.6886,55.49,19,1,7.47
330,Kungurtug,RU,2021-09-22 22:29:58,50.5994,97.5228,28.36,73,59,2.64
331,Dauriya,RU,2021-09-22 22:29:58,49.9333,116.8667,50.05,74,79,10.78
332,Tranas,SE,2021-09-22 22:29:59,58.0372,14.9782,56.43,97,36,8.66
333,San Borja,BO,2021-09-22 22:29:59,-14.8167,-66.85,90.36,35,88,2.62
334,Nazilli,TR,2021-09-22 22:29:59,37.9163,28.3223,63.36,55,1,2.62
335,Persianovskiy,RU,2021-09-22 22:30:00,47.5137,40.1075,52.32,82,0,0.0
336,Jieshi,CN,2021-09-22 22:30:00,22.8134,115.8257,82.11,80,99,10.18
337,Talara,PE,2021-09-22 22:30:01,-4.5772,-81.2719,74.16,60,0,18.41
338,Sisimiut,GL,2021-09-22 22:30:01,66.9395,-53.6735,28.13,68,1,9.22
339,Mbanza-Ngungu,CD,2021-09-22 22:30:04,-5.25,14.8667,74.23,65,92,8.99
340,Richards Bay,ZA,2021-09-22 22:30:05,-28.783,32.0377,58.64,78,0,7.02
341,Katastarion,GR,2021-09-22 22:30:05,37.8333,20.7667,71.51,57,9,21.81
342,Georgetown,MY,2021-09-22 22:30:06,5.4112,100.3354,78.89,80,20,2.3
343,Payo,ID,2021-09-22 22:30:06,-3.7508,103.6372,72.41,90,39,2.37
344,Gusev,RU,2021-09-22 22:30:07,54.5922,22.1997,44.35,86,93,4.5
345,Paka,MY,2021-09-22 22:30:07,4.6374,103.4368,76.93,94,100,0.0
346,Uyuni,BO,2021-09-22 22:30:07,-20.4597,-66.825,54.66,23,94,7.78
347,Aklavik,CA,2021-09-22 22:29:07,68.2191,-135.0107,38.23,68,100,13.35
348,Skibbereen,IE,2021-09-22 22:30:08,51.55,-9.2667,58.8,96,73,12.88
349,Los Llanos De Aridane,ES,2021-09-22 22:30:08,28.6585,-17.9182,71.35,83,75,10.36
350,Tarko-Sale,RU,2021-09-22 22:30:09,64.9225,77.785,32.38,82,45,11.21
351,Taltal,CL,2021-09-22 22:30:09,-25.4,-70.4833,60.48,68,1,3.87
352,Maragogi,BR,2021-09-22 22:30:10,-9.0122,-35.2225,77.25,89,5,9.33
353,Caravelas,BR,2021-09-22 22:30:10,-17.7125,-39.2481,73.36,64,99,15.88
354,Katangli,RU,2021-09-22 22:30:11,51.7102,143.2326,49.35,78,3,12.17
355,Vuktyl,RU,2021-09-22 22:30:11,63.8567,57.3094,37.78,96,70,3.0
356,Warri,NG,2021-09-22 22:30:11,5.5167,5.75,74.95,93,100,1.34
357,Avarua,CK,2021-09-22 22:30:12,-21.2078,-159.775,73.45,73,75,9.22
358,Zlobin,HR,2021-09-22 22:30:12,45.2924,14.6541,52.9,48,0,5.75
359,Ampanihy,MG,2021-09-22 22:30:12,-24.7,44.75,66.9,76,90,10.25
360,Puerto Colombia,CO,2021-09-22 22:30:13,10.9878,-74.9547,77.09,78,100,5.75
361,Tolaga Bay,NZ,2021-09-22 22:30:13,-38.3667,178.3,58.75,95,100,19.66
362,Freeport,US,2021-09-22 22:26:27,40.6576,-73.5832,78.82,83,90,7.0
363,Peniche,PT,2021-09-22 22:30:14,39.3558,-9.3811,71.08,66,56,11.45
364,Fomboni,KM,2021-09-22 22:30:14,-12.28,43.7425,77.79,78,1,15.7
365,Traverse City,US,2021-09-22 22:26:29,44.7631,-85.6206,59.07,58,90,16.11
366,Laguna,US,2021-09-22 22:30:14,38.421,-121.4238,100.2,22,1,3.0
367,Mehriz,IR,2021-09-22 22:29:50,31.5917,54.4318,81.1,16,16,4.92
368,Mirnyy,RU,2021-09-22 22:30:15,62.5353,113.9611,33.19,89,18,3.96
369,Emba,KZ,2021-09-22 22:30:15,48.8264,58.1442,49.57,34,69,9.46
370,Maidenhead,GB,2021-09-22 22:30:15,51.5228,-0.7199,58.75,87,16,1.99
371,Saint-Joseph,RE,2021-09-22 22:30:16,-21.3667,55.6167,66.56,80,34,9.19
372,Hasaki,JP,2021-09-22 22:30:16,35.7333,140.8333,77.4,79,91,11.25
373,Yaring,TH,2021-09-22 22:30:16,6.8662,101.3689,76.8,88,95,2.39
374,Ibra,OM,2021-09-22 22:30:17,22.6906,58.5334,84.11,53,42,3.94
375,San Juan,AR,2021-09-22 22:29:22,-31.5375,-68.5364,68.72,26,0,12.93
376,Banyo,CM,2021-09-22 22:30:17,6.75,11.8167,64.44,95,94,1.3
377,Kerch,UA,2021-09-22 22:30:18,45.3583,36.4758,57.36,60,100,5.5
378,Baijiantan,CN,2021-09-22 22:30:18,45.6333,85.1833,54.64,31,78,8.61
379,Marinette,US,2021-09-22 22:30:19,45.1,-87.6307,63.3,42,1,10.36
380,High Rock,BS,2021-09-22 22:30:19,26.6208,-78.2833,84.22,67,70,3.89
381,Tirumullaivasal,IN,2021-09-22 22:30:19,11.2333,79.8333,81.64,74,48,11.79
382,Tumut,AU,2021-09-22 22:30:20,-35.3,148.2167,43.79,82,22,3.09
383,Lagos,NG,2021-09-22 22:30:20,6.5833,3.75,77.32,89,93,2.62
384,Oksfjord,NO,2021-09-22 22:30:20,70.2396,22.3479,50.92,92,100,5.26
385,Praia Da Vitoria,PT,2021-09-22 22:30:21,38.7333,-27.0667,70.75,83,20,11.68
386,Kieta,PG,2021-09-22 22:30:21,-6.2167,155.6333,83.12,70,77,4.25
387,Merauke,ID,2021-09-22 22:30:22,-8.4667,140.3333,78.78,77,99,12.46
388,Marsh Harbour,BS,2021-09-22 22:30:22,26.5412,-77.0636,83.34,70,74,2.01
389,Banjar,ID,2021-09-22 22:30:23,-8.19,114.9675,78.66,85,94,3.42
390,Sambava,MG,2021-09-22 22:30:23,-14.2667,50.1667,68.29,85,14,9.33
391,Pangnirtung,CA,2021-09-22 22:30:23,66.1451,-65.7125,33.8,64,75,9.22
392,Rocha,UY,2021-09-22 22:30:24,-34.4833,-54.3333,51.75,85,100,4.56
393,Yako,BF,2021-09-22 22:30:24,12.9667,-2.2667,77.65,72,94,9.01
394,Leshukonskoye,RU,2021-09-22 22:30:25,64.8989,45.7622,35.1,90,7,5.08
395,Waipawa,NZ,2021-09-22 22:30:25,-41.4122,175.5153,60.03,86,100,5.35
396,Pacific Grove,US,2021-09-22 22:30:25,36.6177,-121.9166,91.8,78,1,7.0
397,Hidalgotitlan,MX,2021-09-22 22:30:26,17.7833,-94.6333,86.02,89,100,7.43
398,Chaplynka,UA,2021-09-22 22:30:26,46.3651,33.5403,46.35,81,100,7.47
399,Banda Aceh,ID,2021-09-22 22:30:26,5.5577,95.3222,78.37,74,100,6.76
400,Mora,CM,2021-09-22 22:30:27,11.0461,14.1401,74.35,87,100,1.34
401,San Buenaventura,MX,2021-09-22 22:30:27,27.0833,-101.5333,82.11,41,56,7.45
402,Port Moresby,PG,2021-09-22 22:30:27,-9.4431,147.1797,76.42,78,75,11.5
403,Tala,EG,2021-09-22 22:30:28,30.6803,30.9429,72.01,78,0,6.11
404,Sorland,NO,2021-09-22 22:30:28,67.667,12.6934,49.33,82,77,30.94
405,Broken Hill,AU,2021-09-22 22:30:28,-31.95,141.4333,56.91,54,0,6.91
406,Sur,OM,2021-09-22 22:30:29,22.5667,59.5289,85.59,63,48,7.72
407,Aykhal,RU,2021-09-22 22:29:40,66.0,111.5,31.3,84,60,6.44
408,Osakarovka,KZ,2021-09-22 22:30:29,50.565,72.5692,37.38,61,83,4.52
409,Kirovskiy,RU,2021-09-22 22:30:29,45.0917,133.5136,53.22,98,100,4.85
410,Amapa,BR,2021-09-22 22:30:30,1.0,-52.0,71.69,97,92,2.46
411,Muncar,ID,2021-09-22 22:30:30,-8.4333,114.3333,75.65,89,60,1.12
412,Guimar,ES,2021-09-22 22:30:30,28.3039,-16.4325,68.32,86,94,1.01
413,Kongolo,CD,2021-09-22 22:30:31,-5.3833,27.0,77.79,57,78,1.3
414,Constitucion,CL,2021-09-22 22:25:58,-35.3333,-72.4167,54.34,75,5,11.83
415,Hazorasp,UZ,2021-09-22 22:30:31,41.3194,61.0742,63.12,17,6,11.36
416,Marion,US,2021-09-22 22:28:08,39.7684,-86.1555,55.89,93,90,18.41
417,Dabat,ET,2021-09-22 22:30:32,12.9842,37.765,51.84,86,51,2.57
418,Anqing,CN,2021-09-22 22:30:32,30.5092,117.0506,73.0,71,2,2.66
419,Mitsamiouli,KM,2021-09-22 22:30:32,-11.3847,43.2844,76.28,78,0,4.61
420,Vanimo,PG,2021-09-22 22:30:33,-2.6741,141.3028,80.89,82,88,5.61
421,Nishihara,JP,2021-09-22 22:30:33,26.1842,127.7558,81.68,78,20,4.61
422,Mwene-Ditu,CD,2021-09-22 22:30:33,-7.0,23.45,74.19,47,57,4.34
423,Norrtalje,SE,2021-09-22 22:30:34,59.758,18.705,55.24,87,73,11.54
424,Roald,NO,2021-09-22 22:30:34,62.5833,6.1333,54.34,62,20,13.8
425,Palana,RU,2021-09-22 22:30:34,59.1167,159.9667,44.1,78,100,2.28
426,Sept-Iles,CA,2021-09-22 22:29:25,50.2001,-66.3821,63.25,83,90,0.0
427,Muret,FR,2021-09-22 22:30:35,43.3333,1.25,64.22,89,39,3.36
428,Newton,US,2021-09-22 22:28:44,42.337,-71.2092,74.75,82,90,3.0
429,Isla Mujeres,MX,2021-09-22 22:30:35,21.2311,-86.731,80.65,82,95,10.29
430,Waingapu,ID,2021-09-22 22:30:36,-9.6567,120.2641,79.68,76,41,12.73
431,Mitu,CO,2021-09-22 22:30:36,1.1983,-70.1733,73.31,97,100,1.54
432,Manzanillo,CU,2021-09-22 22:30:36,20.3433,-77.1167,82.24,76,77,3.56
433,Kiruna,SE,2021-09-22 22:30:37,67.8557,20.2251,43.72,93,90,17.27
434,Lyuban,BY,2021-09-22 22:30:37,52.7985,28.0048,41.65,96,100,8.81
435,Bridlington,GB,2021-09-22 22:30:37,54.0831,-0.1919,60.3,79,48,14.09
436,Bloemhof,ZA,2021-09-22 22:30:38,-27.6469,25.607,56.57,60,0,8.32
437,Slave Lake,CA,2021-09-22 22:30:38,55.2834,-114.769,60.78,55,40,9.22
438,Yumen,CN,2021-09-22 22:30:14,40.2833,97.2,56.84,33,37,12.1
439,Teguise,ES,2021-09-22 22:30:38,29.0605,-13.564,70.02,73,20,8.05
440,Flinders,AU,2021-09-22 22:29:33,-34.5833,150.8552,61.21,74,2,1.01
441,Tilichiki,RU,2021-09-22 22:30:39,60.4667,166.1,44.49,87,100,3.33
442,Ouadda,CF,2021-09-22 22:30:39,8.0777,22.4007,67.5,97,100,3.2
443,Tazovskiy,RU,2021-09-22 22:30:39,67.4667,78.7,30.63,84,28,11.36
444,Santa Barbara,US,2021-09-22 22:26:55,34.7333,-120.0343,93.15,37,1,13.8
445,Atambua,ID,2021-09-22 22:30:40,-9.1061,124.8925,75.47,59,86,5.79
446,Darhan,MN,2021-09-22 22:30:40,49.4867,105.9228,37.63,88,22,0.94
447,Saldanha,ZA,2021-09-22 22:30:40,-33.0117,17.9442,55.45,50,11,5.53
448,Illapel,CL,2021-09-22 22:26:11,-31.6308,-71.1653,60.22,58,0,6.29
449,Kulhudhuffushi,MV,2021-09-22 22:30:41,6.6221,73.07,82.76,76,100,17.02
450,Porto Novo,BJ,2021-09-22 22:30:41,6.4965,2.6036,75.02,91,100,1.52
451,Rio Gallegos,AR,2021-09-22 22:30:42,-51.6226,-69.2181,51.85,50,40,29.93
452,Koumac,NC,2021-09-22 22:30:42,-20.5667,164.2833,73.18,58,39,16.04
453,Evreux,FR,2021-09-22 22:30:42,49.0241,1.1508,56.07,93,0,4.61
454,Nyurba,RU,2021-09-22 22:29:39,63.2842,118.3319,35.96,94,96,5.03
455,Port Macquarie,AU,2021-09-22 22:30:43,-31.4333,152.9167,57.16,44,0,5.48
456,Basay,PH,2021-09-22 22:30:43,9.4087,122.64,78.73,84,92,1.97
457,Tautira,PF,2021-09-22 22:30:43,-17.7333,-149.15,78.82,72,73,7.2
458,La Primavera,CO,2021-09-22 22:30:44,5.4906,-70.4092,76.64,88,98,3.83
459,Uddevalla,SE,2021-09-22 22:30:44,58.3478,11.9424,58.32,91,96,8.01
460,Pershotravneve,UA,2021-09-22 22:30:44,51.3929,28.8684,41.2,96,100,7.38
461,Egvekinot,RU,2021-09-22 22:30:45,66.3167,-179.1667,24.67,73,100,3.06
462,Lewistown,US,2021-09-22 22:30:45,40.5992,-77.5714,73.9,100,90,9.22
463,Faanui,PF,2021-09-22 22:29:44,-16.4833,-151.75,78.08,69,0,7.9
464,Beyneu,KZ,2021-09-22 22:30:46,45.3167,55.2,61.47,43,94,17.85
465,Manicore,BR,2021-09-22 22:30:46,-5.8092,-61.3003,85.14,47,96,3.38
466,Olafsvik,IS,2021-09-22 22:30:46,64.8945,-23.7142,42.53,62,7,4.81
467,Necochea,AR,2021-09-22 22:30:13,-38.5473,-58.7368,50.04,81,100,3.38
468,Camana,PE,2021-09-22 22:30:47,-16.6228,-72.7111,61.54,86,100,10.11
469,Workington,GB,2021-09-22 22:30:47,54.6425,-3.5441,61.21,96,100,16.44
470,Kuandian,CN,2021-09-22 22:30:47,40.7286,124.7847,55.36,88,100,2.71
471,Dudinka,RU,2021-09-22 22:30:48,69.4058,86.1778,30.69,90,97,16.96
472,Townsville,AU,2021-09-22 22:30:48,-19.25,146.8,63.48,59,75,4.61
473,Bonthe,SL,2021-09-22 22:30:48,7.5264,-12.505,78.73,85,100,5.03
474,Dunedin,NZ,2021-09-22 22:30:49,-45.8742,170.5036,58.8,55,0,1.99
475,Tumen,CN,2021-09-22 22:30:49,42.9661,129.8425,60.26,85,97,5.59
476,Isangel,VU,2021-09-22 22:30:49,-19.55,169.2667,77.11,50,90,0.0
477,Buba,GW,2021-09-22 22:30:50,11.5833,-15.0,77.0,94,88,4.34
478,Kon Tum,VN,2021-09-22 22:30:50,14.35,108.0,68.07,98,99,2.04
479,Marsa Matruh,EG,2021-09-22 22:30:50,31.3525,27.2453,77.2,47,40,10.36
480,Mana,GF,2021-09-22 22:30:52,5.6592,-53.7767,80.56,84,82,10.58
481,Orlik,RU,2021-09-22 22:30:52,52.5178,99.825,31.23,55,74,2.1
482,Matamoros,MX,2021-09-22 22:30:52,25.5333,-103.25,82.51,36,75,11.5
483,Teya,RU,2021-09-22 22:30:53,60.3778,92.6267,31.06,92,100,8.19
484,Ormara,PK,2021-09-22 22:30:53,25.2088,64.6357,79.27,89,66,3.74
485,Perugia,IT,2021-09-22 22:30:53,43.05,12.55,61.29,55,43,14.97
486,Correntina,BR,2021-09-22 22:30:54,-13.3433,-44.6367,86.54,21,37,4.9
487,Jalu,LY,2021-09-22 22:29:31,29.0331,21.5482,85.44,21,0,10.69
488,Salisbury,GB,2021-09-22 22:30:54,51.0693,-1.7957,57.61,93,10,5.75
489,Coihaique,CL,2021-09-22 22:30:54,-45.5752,-72.0662,53.55,62,75,3.44
490,Whitehorse,CA,2021-09-22 22:30:55,60.7161,-135.0538,34.57,80,75,4.61
491,Smithers,CA,2021-09-22 22:26:15,54.7804,-127.1743,57.52,35,20,6.91
492,Rocky Mountain House,CA,2021-09-22 22:30:55,52.3668,-114.9188,64.51,45,99,2.3
493,Salaga,GH,2021-09-22 22:30:55,8.5508,-0.5188,73.47,91,86,1.25
494,Sangar,RU,2021-09-22 22:30:56,63.9242,127.4739,41.99,73,59,11.21
495,Dergaon,IN,2021-09-22 22:30:56,26.7,93.9667,75.0,93,75,1.21
496,Eyl,SO,2021-09-22 22:30:56,7.9803,49.8164,76.96,83,28,20.42
497,Zaragoza,ES,2021-09-22 22:30:57,41.6561,-0.8773,61.81,65,20,1.99
498,Kichera,RU,2021-09-22 22:30:57,55.9375,110.0997,41.05,74,100,5.14
499,Kaeo,NZ,2021-09-22 22:30:57,-35.1,173.7833,60.33,97,96,11.54
500,Dickinson,US,2021-09-22 22:30:58,29.4608,-95.0513,85.15,39,1,3.0
501,Mangrol,IN,2021-09-22 22:30:58,21.1167,70.1167,80.8,79,98,10.98
502,Togur,RU,2021-09-22 22:30:59,58.3631,82.8265,28.04,92,56,3.49
503,Ikalamavony,MG,2021-09-22 22:30:59,-21.15,46.5833,64.56,77,49,5.55
504,Alihe,CN,2021-09-22 22:30:59,50.5667,123.7167,45.21,78,9,0.74
505,Batu Gajah,MY,2021-09-22 22:31:00,4.4692,101.0411,73.49,88,20,2.3
506,La Rioja,ES,2021-09-22 22:31:00,42.25,-2.5,52.48,78,4,2.98
507,Alyangula,AU,2021-09-22 22:29:44,-13.8483,136.4192,75.07,43,11,5.75
508,Samarai,PG,2021-09-22 22:31:00,-10.6167,150.6667,78.48,77,99,17.76
509,Tshane,BW,2021-09-22 22:31:01,-24.0196,21.8684,65.26,49,15,18.68
510,Sampit,ID,2021-09-22 22:31:02,-2.5333,112.95,72.7,95,71,2.37
511,Moerai,PF,2021-09-22 22:31:03,-22.4333,-151.3333,73.29,71,7,10.94
512,Namwala,ZM,2021-09-22 22:31:03,-15.7504,26.4384,70.83,30,15,7.09
513,Bay Roberts,CA,2021-09-22 22:31:04,47.5999,-53.2648,65.34,70,87,5.99
514,Laem Sing,TH,2021-09-22 22:31:04,12.4816,102.0738,76.5,91,100,3.02
515,Bulgan,MN,2021-09-22 22:31:04,48.8125,103.5347,36.52,87,30,3.27
516,Prince Rupert,CA,2021-09-22 22:31:05,54.3161,-130.3201,55.49,68,75,5.75
517,Grand Gaube,MU,2021-09-22 22:31:05,-20.0064,57.6608,70.38,71,24,5.99
518,Marquette,US,2021-09-22 22:31:05,46.5333,-87.6335,54.84,67,42,6.6
519,Turayf,SA,2021-09-22 22:31:06,31.6725,38.6637,71.85,56,0,11.5
520,Harindanga,IN,2021-09-22 22:31:06,22.0383,88.3214,82.38,91,95,5.3
521,Lerwick,GB,2021-09-22 22:31:07,60.1545,-1.1494,53.6,89,100,26.28
522,Frome,GB,2021-09-22 22:30:45,51.2283,-2.3221,58.28,96,10,6.38
523,Saint-Paul,RE,2021-09-22 22:31:07,-21.0096,55.2707,68.09,72,24,1.23
524,Reyes,BO,2021-09-22 22:31:08,-14.3167,-67.3833,84.87,42,91,2.53
525,Catamarca,AR,2021-09-22 22:31:08,-28.4696,-65.7852,65.64,52,66,6.31
526,Bedford,GB,2021-09-22 22:31:08,52.1346,-0.4663,57.67,88,18,8.63
527,Mnogovershinnyy,RU,2021-09-22 22:31:09,53.9353,139.9242,45.0,82,91,5.28
528,Bay City,US,2021-09-22 22:27:58,43.5945,-83.8889,54.16,87,75,25.32
529,Bogorodsk,RU,2021-09-22 22:31:09,56.1033,43.5158,49.35,98,67,7.85
530,Guanica,PR,2021-09-22 22:31:10,17.9716,-66.908,86.25,78,57,1.99
531,Gamba,GA,2021-09-22 22:31:10,-2.65,10.0,75.74,83,94,6.91
532,Faya,SA,2021-09-22 22:31:10,18.3851,42.4509,64.92,24,38,2.15
533,Redmond,US,2021-09-22 22:30:00,47.674,-122.1215,66.9,69,100,1.01
534,Hobyo,SO,2021-09-22 22:31:11,5.3505,48.5268,77.09,89,91,24.25
535,Esperance,AU,2021-09-22 22:31:11,-33.8667,121.9,55.24,83,0,9.4
536,Portland,US,2021-09-22 22:28:18,45.5234,-122.6762,73.53,64,90,1.01
537,Krasnooktyabrskiy,RU,2021-09-22 22:31:12,44.9328,38.3712,53.94,77,100,1.77
538,North Bend,US,2021-09-22 22:31:12,43.4065,-124.2243,69.71,56,1,10.36
539,Yarmouth,US,2021-09-22 22:31:12,41.7057,-70.2286,75.45,91,1,1.01
540,Itupiranga,BR,2021-09-22 22:31:13,-5.1347,-49.3267,87.51,40,100,2.46
541,Bundaberg,AU,2021-09-22 22:31:13,-24.85,152.35,66.49,55,0,6.91
542,Bage,BR,2021-09-22 22:31:13,-31.3314,-54.1069,54.81,84,76,12.8
543,Konstantinovka,RU,2021-09-22 22:31:14,49.6167,127.9833,47.1,69,1,5.66
544,Umba,RU,2021-09-22 22:31:14,66.6871,34.3429,40.57,83,98,10.6
545,Moindou,NC,2021-09-22 22:31:14,-21.6924,165.677,71.55,61,62,8.77
546,Nalut,LY,2021-09-22 22:31:15,30.3333,10.85,83.5,12,2,9.01
547,Ystad,SE,2021-09-22 22:31:15,55.4297,13.8204,59.74,91,29,16.33
548,Soria,ES,2021-09-22 22:31:15,41.6667,-2.6667,53.01,75,13,5.99
549,Goderich,CA,2021-09-22 22:30:35,43.7501,-81.7165,54.91,87,100,18.41
550,Kurmanayevka,RU,2021-09-22 22:31:16,52.5093,52.0675,50.49,70,100,10.98
551,Sungaipenuh,ID,2021-09-22 22:31:16,-2.0833,101.3833,64.71,96,91,2.95
